AQI,AQI_Class,hour,fog_impact_index,o_glcm_energy,o_glcm_contrast,o_glcm_homogenity,o_glcm_entropy,glcm_energy_delta,glcm_contrast_delta,glcm_homogenity_delta,glcm_entropy_delta,airligh_r,airlight_g,airlight_b,o_r_mean,o_r_variance,o_r_skewness,o_g_mean,o_g_variance,o_g_skewness,o_b_mean,o_b_variance,o_b_skewness,o_r2g,o_r2b,o_g2b,d_r_mean,d_r_variance,d_r_skewness,d_g_mean,d_g_variance,d_g_skewness,d_b_mean,d_b_variance,d_b_skewness
160,d_Unhealthy,14:30,0.552305,0.000271956,454.252,0.174544,8.8447,0.000326595,-371.598,0.11395,-0.903115,235.56,247.68,250.18,134.312,1730.8,0.478322,128.736,1584.9,0.685463,124.516,1426.85,0.583688,1.0428,1.07775,1.03352,91.0293,2975.68,0.879734,84.9529,2506.13,1.28007,84.548,1996.67,1.39198
160,d_Unhealthy,14:30,0.534501,0.000250348,465.691,0.1687,8.87564,0.000308219,-378.325,0.113222,-0.890062,237.62,248.82,249.6,133.569,1737.87,0.513489,128.12,1586.07,0.716324,123.895,1434.39,0.619626,1.04193,1.07712,1.03377,91.1466,2990.28,0.892476,84.581,2489.2,1.27996,83.7697,1980.91,1.41446
160,d_Unhealthy,14:30,0.547418,0.000264659,455.403,0.172414,8.84343,0.000307813,-370.311,0.112854,-0.885225,237.8,249.4,248.28,133.868,1699.72,0.533116,128.396,1558.19,0.734375,124.531,1410.51,0.626957,1.04208,1.07408,1.03071,90.9283,2955.02,0.919463,83.5521,2464.47,1.31514,83.4931,1957.78,1.44499
160,d_Unhealthy,14:30,0.909207,0.000184409,364.061,0.173851,8.98789,0.000247244,-194.463,0.0723853,-0.55047,217.56,210.02,199.68,143.306,1246.92,-0.0620248,145.079,1298.46,-0.0670256,147.362,1391.96,-0.0251034,0.987946,0.972778,0.984646,93.2101,2586.67,0.603646,88.2719,2097.27,0.648403,87.3662,1913.93,0.641118
160,d_Unhealthy,14:30,0.542639,0.000250561,472.751,0.165773,8.87314,0.000352164,-386.941,0.115713,-0.963617,236.04,248.46,249.5,131.802,1599.16,0.451194,126.576,1430.2,0.642687,122.867,1301.71,0.551289,1.04084,1.07189,1.02984,87.8673,2722.5,0.893407,81.6386,2195.61,1.29343,82.1034,1735.62,1.42452
160,d_Unhealthy,14:30,0.653863,0.000267303,498.986,0.156154,8.82489,0.000361254,-411.738,0.108844,-0.955109,191.52,194.42,194.6,125.219,1240.55,-0.0221731,119.992,1056.55,0.037105,116.714,970.276,0.00110934,1.04309,1.07209,1.02781,90.6342,2438.73,0.383181,83.8433,1874.61,0.645101,81.7416,1488.92,0.773854
160,d_Unhealthy,14:30,0.799204,0.000252213,525.726,0.151997,8.8391,0.000155932,-386.886,0.0772427,-0.512049,171.32,167.04,163.68,129.76,1265,-0.297972,124.477,1053.16,-0.296576,121.673,957.884,-0.283991,1.04199,1.06578,1.02283,108.106,3030.1,0.144565,98.0456,2322.78,0.343959,92.018,1868.48,0.522969
160,d_Unhealthy,14:30,0.833033,0.000242956,559.158,0.146518,8.87292,0.000118618,-396.41,0.0691365,-0.43085,172.38,167.02,164.02,132.833,1363.7,-0.322338,128.1,1116.25,-0.335851,125.474,1001.6,-0.318009,1.03646,1.05791,1.0207,112.002,3431.65,0.12285,102.881,2581.62,0.315081,95.7785,2077.34,0.489556
160,d_Unhealthy,14:30,0.859062,0.000243992,577.438,0.146779,8.8787,0.000102278,-407.872,0.0653108,-0.392152,179.44,176.42,173.86,139.656,1433.67,-0.371852,134.976,1171.55,-0.402912,132.515,1041.57,-0.387837,1.03421,1.05318,1.01834,115.56,3649.1,0.110665,106.507,2732.66,0.273962,101.204,2201.21,0.395819
160,d_Unhealthy,14:30,0.841901,0.000248041,563.994,0.146625,8.84967,0.000134003,-409.225,0.0691946,-0.490094,183.56,185.48,188.38,139.182,1435.53,-0.370473,135.205,1162.66,-0.417574,132.768,1028.68,-0.398557,1.02913,1.04778,1.01812,106.027,3283.72,0.219386,102.458,2414.14,0.303706,101.005,1968.73,0.351762
160,d_Unhealthy,14:30,0.853779,0.000237479,571.887,0.145078,8.88289,0.000131186,-412.443,0.067271,-0.498185,178.96,179.46,183.9,138.953,1406.59,-0.325187,135.274,1137.21,-0.38074,132.89,1007.31,-0.379294,1.02688,1.04514,1.01778,107.848,3353.02,0.262854,106.066,2487.51,0.336994,103.512,2038.21,0.37555
160,d_Unhealthy,14:30,0.877305,0.000224435,591.286,0.144635,8.9302,0.000111342,-409.323,0.0619116,-0.417413,172.02,167.44,165.78,137.885,1447.65,-0.255219,134.115,1169.48,-0.305808,131.726,1028.01,-0.317445,1.02785,1.04626,1.01791,117.899,3871.02,0.187208,111.065,2926.54,0.334178,104.219,2355.41,0.452584
160,d_Unhealthy,14:30,0.849224,0.000215644,596.337,0.143487,8.95778,0.000180458,-431.632,0.0711443,-0.599232,177.32,177,177.42,137.502,1464.13,-0.215186,133.588,1187.41,-0.252515,130.993,1037.69,-0.268294,1.02892,1.04904,1.01955,110.26,3590.95,0.269687,104.873,2683.41,0.393493,101.39,2151.1,0.449589
160,d_Unhealthy,14:30,0.854238,0.000217229,590.04,0.145753,8.94795,0.000158708,-414.609,0.0661791,-0.52847,175.3,174.18,174.44,137.472,1443.72,-0.199502,133.553,1179.84,-0.24441,131.082,1033.3,-0.253037,1.029,1.0482,1.01866,111.779,3617.77,0.285071,106.313,2723.98,0.423152,102.383,2193.46,0.503871
160,d_Unhealthy,14:30,0.907481,0.000178655,370.653,0.173482,8.99521,0.000252454,-211.17,0.0740015,-0.567846,214.18,206.58,194.42,141.74,1258.4,-0.0312802,143.397,1294.12,-0.049778,145.495,1381.3,-0.0159985,0.988563,0.974455,0.985729,96.0541,2837.77,0.591445,88.1967,2222.59,0.672182,86.8697,2030.85,0.671185
160,d_Unhealthy,14:30,0.856106,0.000212927,602.922,0.143753,8.97031,0.00015527,-428.274,0.0671039,-0.546768,171.18,168.24,167.68,135.801,1478.59,-0.157808,131.682,1196.62,-0.202804,129.03,1048.75,-0.222442,1.03083,1.05183,1.02038,113.544,3792.88,0.266307,106.94,2875.82,0.395941,101.151,2312.84,0.478564
160,d_Unhealthy,14:30,0.821913,0.000212892,586.658,0.144758,8.96354,0.00018596,-429.837,0.0733222,-0.632018,176.42,174.02,173.9,134.246,1488.37,-0.130838,130.171,1200.99,-0.18576,127.625,1044.9,-0.211499,1.03103,1.05135,1.01972,108.398,3516.72,0.341402,102.194,2626.22,0.450811,97.0886,2078.19,0.517423
160,d_Unhealthy,14:30,0.801634,0.000203913,585.12,0.1446,9.00129,0.000219781,-429.554,0.0753604,-0.72462,173.92,174.14,175.16,131.521,1511.53,-0.0530629,128.083,1229.97,-0.112428,125.321,1054.71,-0.134375,1.02649,1.04888,1.02181,104.058,3451.48,0.443258,99.7078,2608.76,0.529525,95.9848,2066.59,0.576589
160,d_Unhealthy,14:30,0.811736,0.000198807,568.959,0.1457,9.03325,0.000192453,-406.931,0.071156,-0.697573,166.22,166.9,167.62,129.834,1508.62,0.0142137,126.592,1232.44,-0.0555236,124.143,1051.04,-0.0849198,1.0253,1.04534,1.01955,104.874,3609.38,0.490675,100.694,2762.35,0.575252,97.7845,2207.24,0.603804
160,d_Unhealthy,14:30,0.77464,0.000188748,592.542,0.147196,9.09923,0.000231734,-439.688,0.0792445,-0.845149,171.82,172.22,173.16,127.748,1543.9,0.0739993,124.605,1264.76,-0.00416656,122.052,1078.35,-0.0617296,1.02491,1.04608,1.02065,100.154,3406.01,0.578956,96.1902,2606.26,0.636189,92.8655,2057.5,0.646093
160,d_Unhealthy,14:30,0.749478,0.000186562,576.598,0.150117,9.11218,0.000287039,-441.548,0.0884672,-0.985358,175.7,179.82,182.98,126.507,1542.48,0.107467,123.48,1263.3,0.0242612,121.316,1077.11,-0.0436192,1.02422,1.04228,1.01763,94.1045,3191.34,0.675659,91.6274,2427.44,0.702015,91.2801,1934.48,0.651574
160,d_Unhealthy,14:30,0.781857,0.000183249,566.309,0.152088,9.12169,0.000213049,-409.529,0.0792798,-0.841407,166.04,166.48,167.58,125.835,1531.7,0.173266,123.019,1256.05,0.0964674,121.203,1078.83,0.0210363,1.02267,1.03786,1.01486,99.2785,3508.3,0.670574,95.9822,2709.78,0.72422,93.8914,2170.01,0.693629
160,d_Unhealthy,14:30,0.771815,0.000175397,562.86,0.152651,9.15127,0.000250734,-416.493,0.086533,-0.960657,165.6,166.4,168.3,124.501,1491.52,0.20688,121.815,1231.51,0.120069,120.142,1070.13,0.0433468,1.02182,1.03583,1.01371,96.8241,3375.87,0.702846,94.4269,2620.66,0.741731,92.9782,2133.56,0.694513
160,d_Unhealthy,14:30,0.786585,0.000168569,555.621,0.153047,9.16668,0.000239179,-403.194,0.0842002,-0.936618,162.02,162.9,162.42,123.955,1462.79,0.238932,121.384,1214.58,0.147979,119.15,1055.97,0.0682122,1.02092,1.03989,1.01858,98.4799,3463.39,0.697028,94.6562,2709.43,0.763275,92.4305,2204.55,0.720281
160,d_Unhealthy,14:30,0.744556,0.000166564,533.631,0.157005,9.17208,0.000329583,-403.461,0.0971488,-1.12169,168.12,173.56,177.4,123.262,1448.04,0.26656,120.585,1200.17,0.172961,118.461,1051.94,0.0806257,1.02201,1.0401,1.01771,90.6191,3098.45,0.790916,89.4514,2396.13,0.805229,90.389,1984.88,0.690745
160,d_Unhealthy,14:30,0.908629,0.000171476,387.107,0.169779,9.01797,0.000225338,-225.535,0.072026,-0.548397,212.96,204.66,193.76,141.34,1258.47,-0.0331613,143.346,1293.12,-0.0486502,145.297,1388.25,-0.018034,0.986273,0.973132,0.986676,95.9008,2827.94,0.604552,90.4397,2282.02,0.663617,87.8238,2070.25,0.688304
160,d_Unhealthy,14:30,0.811283,0.000173682,531.479,0.16291,9.15515,0.000263242,-379.411,0.0869346,-0.979067,151.34,150,148.88,121.695,1411,0.287376,119.358,1180.27,0.189166,117.051,1042.42,0.107956,1.0194,1.03913,1.01936,102.975,3606.7,0.599146,99.1987,2914.52,0.674635,95.2017,2460.12,0.681835
160,d_Unhealthy,14:30,0.848103,0.00017867,527.557,0.165992,9.1396,0.000235407,-367.387,0.0833656,-0.923262,153.6,150.24,149.48,124.51,1395.75,0.24697,122.231,1175.09,0.157285,120.311,1058.96,0.0768242,1.01846,1.03451,1.01575,106.512,3780.99,0.528991,103.113,3090.71,0.601476,97.8918,2663.04,0.642197
160,d_Unhealthy,14:30,0.871016,0.000190373,498.042,0.17187,9.08589,0.00023846,-338.735,0.0830971,-0.886385,149.82,146.96,147.1,123.923,1349.84,0.267062,122.094,1143.68,0.167737,120.051,1034.05,0.0827126,1.01481,1.03182,1.01676,106.967,3834.03,0.528917,105.528,3187.84,0.579522,100.397,2815.54,0.635955
160,d_Unhealthy,14:30,0.846103,0.000189643,500.288,0.174036,9.09262,0.00028902,-346.93,0.0906665,-0.966718,153.08,151.68,153.34,123.537,1347.53,0.297404,121.951,1147.09,0.178925,120.187,1042.9,0.0945031,1.01285,1.02755,1.0145,101.318,3622.33,0.615744,101.796,3003.17,0.63096,98.683,2667.06,0.654671
160,d_Unhealthy,14:30,0.848185,0.000184723,495.816,0.173507,9.11951,0.000291796,-342.617,0.0935472,-0.965775,162.26,161.48,161.92,126.631,1352.9,0.227565,125.549,1168.59,0.0987049,124.514,1088.01,0.035637,1.0085,1.01683,1.00825,99.9603,3482.61,0.626793,100.426,2887.37,0.629318,99.3772,2649.53,0.626099
160,d_Unhealthy,14:30,0.84379,0.000183232,571.271,0.170504,9.17569,0.000265541,-412.748,0.0930452,-0.9948,174.84,170.56,163.82,127.838,1348.66,0.24352,127.114,1175.88,0.124905,126.414,1095.4,0.0587956,1.00567,1.01117,1.00546,101.172,3419.25,0.617801,95.6675,2754.26,0.738576,92.0953,2388.77,0.786769
160,d_Unhealthy,14:30,0.805079,0.000170367,610.229,0.164464,9.22071,0.000346885,-480.714,0.107368,-1.1889,187.92,185,174.98,128.237,1362.18,0.245923,127.771,1194.44,0.135545,127.077,1114.3,0.0633682,1.00356,1.00908,1.00551,96.0616,3105.58,0.679206,88.9049,2423.82,0.820511,86.7329,2060.68,0.812186
160,d_Unhealthy,14:30,0.791852,0.000170701,609.954,0.165735,9.21924,0.000364225,-486.559,0.1118,-1.21768,192.14,190.04,185.44,128.224,1355.17,0.237624,128.088,1204.57,0.138453,127.866,1137.42,0.073936,1.00104,1.00274,1.0017,90.1219,2881.93,0.76674,87.9734,2294.76,0.836604,87.2305,1994.86,0.797509
160,d_Unhealthy,14:30,0.789734,0.000165481,617.903,0.166287,9.24652,0.000364702,-496.043,0.112823,-1.2339,192.04,192.72,185.24,128.601,1372.29,0.256369,128.138,1223.59,0.17655,127.837,1163.94,0.0957464,1.0036,1.00591,1.0023,90.9596,2928.81,0.764295,85.9043,2326.79,0.889228,87.2273,2069.29,0.814245
160,d_Unhealthy,14:30,0.798048,0.000160368,651.092,0.164898,9.27426,0.000335866,-519.977,0.10837,-1.18523,190.28,189.26,181.42,129.211,1375.73,0.258132,128.645,1240.77,0.20063,128.153,1181.3,0.118399,1.00432,1.0082,1.00386,94.1063,3041.45,0.734688,88.4486,2472.34,0.890379,88.1729,2182.52,0.872722
160,d_Unhealthy,14:30,0.904503,0.000170324,383.37,0.16852,9.01234,0.000221112,-225.728,0.0727976,-0.546944,214,205.72,193.06,140.975,1252.93,-0.0285062,142.994,1287.6,-0.0400231,145.019,1382,-0.0098645,0.985998,0.972378,0.986187,96.5928,2813.73,0.577565,88.82,2188.93,0.662827,86.3699,1967.74,0.680946
160,d_Unhealthy,14:30,0.827338,0.000165193,639.242,0.166709,9.24938,0.000283034,-492.522,0.0997027,-1.07505,188.98,184.06,174.36,129.845,1341.6,0.277426,129.169,1218.12,0.222052,128.809,1176.85,0.123059,1.00522,1.00794,1.00271,99.089,3235.14,0.700826,91.1195,2632.15,0.889925,87.8218,2293.84,0.924047
160,d_Unhealthy,14:30,0.824951,0.000167187,618.913,0.168236,9.22524,0.000303484,-474.939,0.100955,-1.0865,191.88,188,178.8,130.657,1321.24,0.304363,130.016,1208.5,0.236521,129.751,1181.63,0.131831,1.00486,1.00686,1.00199,97.563,3105.75,0.730313,90.4098,2532.61,0.908099,88.2626,2239.93,0.910298
160,d_Unhealthy,14:30,0.850003,0.000170132,572.56,0.170625,9.1746,0.000296231,-423.26,0.0958756,-0.989806,189.98,182.14,169.06,130.782,1301.18,0.301792,130.176,1209.26,0.224832,130.293,1195.83,0.122576,1.00457,1.00366,0.999093,104.768,3452.06,0.650843,93.5378,2804.14,0.869439,88.3094,2416.24,0.944047
160,d_Unhealthy,14:30,0.833029,0.000171768,515.369,0.172102,9.14118,0.0003139,-372.604,0.0989629,-0.972409,195.42,188.56,180,130.574,1305.69,0.285504,130.538,1224.86,0.207155,131.178,1223.19,0.102916,1.00029,0.995485,0.995196,95.9929,3083.77,0.754314,90.1532,2556.26,0.888923,86.8825,2243.71,0.884538
160,d_Unhealthy,14:30,0.854978,0.000170963,494.679,0.172066,9.11594,0.000273445,-339.069,0.0906091,-0.829922,193.6,188.78,183.64,132.035,1308.61,0.22541,132.654,1255.38,0.144821,133.808,1274.93,0.0763243,0.995372,0.986843,0.991432,93.2081,3077.62,0.762841,91.8318,2691.64,0.819158,91.4333,2530.93,0.825675
160,d_Unhealthy,14:30,0.886655,0.000169861,465.791,0.167747,9.08066,0.000229503,-296.737,0.0812251,-0.68628,194.26,185.98,175.6,133.523,1299.18,0.175939,134.503,1260.25,0.114556,135.857,1309.43,0.0601768,0.992642,0.982948,0.990234,101.795,3539.58,0.635699,95.4247,3019.7,0.783262,91.6544,2756.34,0.859324
160,d_Unhealthy,14:30,0.858827,0.000171115,427.665,0.164778,9.02873,0.000299302,-282.396,0.0882148,-0.783071,201.26,193.92,186.74,133.476,1297.82,0.165,134.69,1252.73,0.107154,136.198,1308.87,0.0634661,0.991065,0.980265,0.989102,92.7381,3010.04,0.689984,90.7828,2545.17,0.763733,88.8433,2340.6,0.786294
160,d_Unhealthy,14:30,0.866888,0.000167946,436.443,0.162514,9.03221,0.000286379,-289.385,0.085293,-0.753731,200.88,194.54,187.1,133.908,1289.95,0.157971,135.072,1253.25,0.11041,137.08,1299.43,0.0775363,0.991513,0.977133,0.985497,92.6214,3036.42,0.689414,90.1743,2569.21,0.768213,90.192,2405.2,0.794275
160,d_Unhealthy,14:30,0.874736,0.00016068,456.636,0.15767,9.05967,0.000296949,-296.627,0.0852421,-0.759752,203.16,196.24,186.88,134.302,1302.2,0.164759,135.815,1271.76,0.102226,138.089,1307.56,0.075944,0.988922,0.972848,0.983747,93.5691,3114.91,0.66985,89.8052,2588.66,0.74142,89.597,2377.36,0.761266
160,d_Unhealthy,14:30,0.876779,0.000156763,450.204,0.158796,9.08909,0.000286641,-292.934,0.0849737,-0.761534,204.56,197.72,189.32,135.043,1306.02,0.150378,137.011,1282.84,0.0815939,139.236,1323.67,0.0604459,0.985837,0.970211,0.98415,92.4582,3078.97,0.681214,90.7008,2593.25,0.71784,90.5468,2388.84,0.730387
154,d_Unhealthy,15:30,0.000433611,0.000141918,1704.64,0.122912,9.69357,0.200613,-1696.31,0.569182,-5.94252,175.9,200.1,217.48,98.0311,6744.47,0.448024,93.6571,5640.8,0.491735,89.4691,4437.5,0.584268,1.04596,1.09416,1.04608,95.1019,6970.46,0.467307,90.9982,5850.41,0.511984,87.2746,4630.71,0.605009
154,d_Unhealthy,15:30,0.000959212,7.16289e-05,1817.45,0.0936371,10.0069,0.0246403,-1805.2,0.429166,-5.19668,174.1,195.42,213.08,107.22,5235.61,0.572116,107.335,4002.73,0.596912,107.452,2941.07,0.559348,0.999022,0.997895,0.998872,100.792,5791.69,0.603486,101.926,4465.9,0.62555,103.31,3299.28,0.59222
154,d_Unhealthy,15:30,0.00219187,6.69578e-05,2174.68,0.118242,10.1036,0.0327999,-2152.5,0.429252,-4.74739,200.86,213.58,221.04,110.921,5984.62,0.293944,108.968,5222.06,0.373363,104.992,4445.85,0.498699,1.01779,1.05581,1.03736,106.272,6362.15,0.327364,104.536,5569.15,0.408917,100.926,4760,0.536372
154,d_Unhealthy,15:30,0.00120548,0.000111261,1671.49,0.125212,9.79282,0.121314,-1651.7,0.497145,-5.19423,193.74,210.34,219.64,108.676,6086.8,0.332359,106.128,5284.97,0.413039,101.413,4489.83,0.531978,1.02371,1.07069,1.04589,104.547,6428.25,0.364396,102.227,5602.75,0.447648,97.9765,4788.4,0.569221
154,d_Unhealthy,15:30,0.0215022,9.91837e-05,1814.33,0.123078,9.87204,0.0903397,-1785.8,0.462825,-4.83772,201.54,218.08,228.34,110.823,6042.76,0.319926,107.641,5312.75,0.41154,102.669,4577.75,0.525958,1.02933,1.07851,1.04777,105.924,6392.76,0.356171,103.043,5644.5,0.45055,98.5682,4897.83,0.565981
154,d_Unhealthy,15:30,0.160794,0.000176386,704.352,0.131411,9.28293,0.199706,-662.084,0.492359,-4.62358,201.94,218.76,230.84,116.846,6496.15,0.106009,112.167,5369.92,0.199454,109.481,4248.39,0.331718,1.04128,1.06646,1.02418,110.428,6713.92,0.200178,106.001,5597.58,0.299273,104.064,4520.28,0.42988
154,d_Unhealthy,15:30,0.167143,0.000181202,665.955,0.131003,9.24179,0.209641,-622.423,0.499663,-4.7104,203.88,220.7,233.42,116.377,6559.12,0.11358,111.557,5388.98,0.203129,109.207,4236.25,0.330646,1.04259,1.06474,1.02125,109.699,6722.17,0.208295,105.153,5563.85,0.303771,103.588,4471.21,0.430018
154,d_Unhealthy,15:30,0.173784,0.000177454,638.517,0.128795,9.24702,0.173438,-591.88,0.485154,-4.57909,199.98,208.6,210.78,115.955,6600.37,0.133604,111.132,5389.72,0.221568,108.838,4189.15,0.343004,1.04291,1.06458,1.02077,111.564,7064.64,0.225329,105.919,5719.96,0.324303,103.499,4467.06,0.444997
154,d_Unhealthy,15:30,0.207756,0.000172038,616.927,0.128596,9.26091,0.16629,-566.786,0.483392,-4.59186,202.66,217.2,226.06,114.788,6591.73,0.167612,109.88,5351.05,0.256309,108.312,4112.07,0.370688,1.04403,1.05898,1.01432,108.362,6855.11,0.270027,103.262,5558.45,0.368741,102.303,4353.1,0.486145
154,d_Unhealthy,15:30,0.190894,0.000175266,605.173,0.131758,9.24711,0.158275,-560.346,0.486951,-4.69826,205.54,223.22,237.44,112.18,6631.8,0.225645,107.659,5336.3,0.308104,106.141,4065.56,0.416536,1.04142,1.05619,1.01418,104.772,6713.05,0.318841,100.636,5435.55,0.410485,99.9895,4237.47,0.523552
154,d_Unhealthy,15:30,0.212672,0.000183602,582.903,0.136049,9.22653,0.155067,-536.351,0.48767,-4.66829,198.16,214.38,226.5,110.396,6629.3,0.262163,106.233,5295.02,0.341885,105.003,4021.91,0.448021,1.03877,1.05067,1.01146,103.707,6854.1,0.364048,99.6902,5503.9,0.455194,99.2475,4278.94,0.566257
154,d_Unhealthy,15:30,0.214867,0.000196071,582.308,0.141232,9.24104,0.129291,-538.337,0.46963,-4.54258,197.58,214.54,228.8,111.344,6625.21,0.239926,107.029,5287.7,0.319807,105.59,4020.33,0.422596,1.03978,1.05379,1.01347,104.341,6837.38,0.337544,100.457,5505.03,0.428102,99.8795,4288.47,0.53695
154,d_Unhealthy,15:30,0.228587,0.000203752,589.797,0.146721,9.22884,0.0872983,-540.997,0.43846,-4.28454,205.2,221.4,236.34,112.889,6656.56,0.209882,108.507,5324.05,0.288287,106.952,4054.94,0.385623,1.04,1.05472,1.01415,104.823,6770.89,0.308851,100.934,5461.32,0.397071,100.216,4244.3,0.50278
154,d_Unhealthy,15:30,0.251691,0.0002306,562.433,0.152647,9.13932,0.0900864,-511.836,0.446804,-4.34464,199.84,218.16,234.62,113.244,6692.24,0.197296,108.904,5358.25,0.272433,106.946,4074.95,0.368157,1.03941,1.05806,1.01794,105.265,6779.79,0.303614,101.612,5500.65,0.38946,100.714,4312.54,0.493789
154,d_Unhealthy,15:30,0.234953,0.000277882,519.998,0.160385,9.01489,0.0734112,-475.529,0.434575,-4.24767,202.02,220,234.32,111.654,6732.89,0.22988,107.256,5382.78,0.301265,105.489,4087.21,0.393609,1.04055,1.05773,1.01652,103.792,6863.55,0.325692,99.7871,5519.65,0.410321,99.0188,4294.68,0.512158
154,d_Unhealthy,15:30,0.039255,9.38128e-05,1237.79,0.132173,9.84243,0.0489629,-1213.38,0.405073,-4.41794,193.16,205.92,223.26,113.806,5700.82,0.168507,109.285,4880.61,0.25292,104.948,4047.44,0.410002,1.04089,1.0833,1.04075,106.895,6149.54,0.236461,103.201,5329.11,0.322231,99.3543,4456.01,0.481848
154,d_Unhealthy,15:30,0.211339,0.000344352,488.423,0.17011,8.86634,0.0924947,-450.006,0.462496,-4.47109,203.6,221.78,238.42,108.806,6814.98,0.283119,104.747,5456.35,0.349128,102.893,4084.18,0.438751,1.03832,1.05687,1.01787,101.059,6867.64,0.369589,97.5919,5544.87,0.445751,96.6091,4239.33,0.546657
154,d_Unhealthy,15:30,0.237734,0.000384687,466.702,0.17571,8.77345,0.0861116,-423.811,0.456715,-4.36402,198.72,216.12,231.52,107.481,6895.49,0.309711,103.355,5504.04,0.37084,101.316,4075.72,0.454517,1.03942,1.06004,1.01983,99.9652,7042.55,0.403191,96.2905,5658.45,0.478264,95.0315,4270.66,0.574453
154,d_Unhealthy,15:30,0.220301,0.000380094,465.139,0.175464,8.78249,0.0840441,-426.457,0.462505,-4.41271,202.06,215,226.56,107.503,6893.12,0.315758,103.155,5484.46,0.378001,100.58,4062.21,0.462761,1.04144,1.0677,1.02522,100.892,7125.49,0.400806,96.5446,5662.92,0.477654,94.114,4209.6,0.573899
154,d_Unhealthy,15:30,0.207213,0.000321587,505.821,0.168183,8.90677,0.0907667,-464.677,0.458932,-4.43606,198.86,217.5,233.82,109.443,6799.5,0.287132,104.623,5407.19,0.352154,101.85,4030.15,0.444281,1.04545,1.07346,1.0268,102.383,6918.07,0.370927,98.0081,5538.79,0.448844,96.0867,4210.37,0.552187
154,d_Unhealthy,15:30,0.208601,0.000239865,534.503,0.156254,9.10276,0.0866582,-488.796,0.447167,-4.38828,196.14,214.86,232.26,111.179,6740.21,0.25776,106.178,5352.59,0.324657,103.515,4006.42,0.417502,1.04648,1.07311,1.02545,103.946,6896.45,0.34648,99.5533,5540.69,0.427536,97.8119,4241.89,0.528486
154,d_Unhealthy,15:30,0.205013,0.000204183,568.359,0.145656,9.22438,0.122146,-522.301,0.464596,-4.53828,200.82,219.06,237.96,111.248,6699.42,0.254715,106.321,5315.52,0.324781,103.814,3972.5,0.42878,1.04575,1.0706,1.02376,103.596,6765.82,0.347278,99.4339,5440.59,0.428817,97.7867,4153.6,0.540224
154,d_Unhealthy,15:30,0.199394,0.00017628,585.358,0.134278,9.24574,0.134351,-539.458,0.478595,-4.63929,198.74,217.52,235.82,110.734,6610.58,0.276813,106.18,5233.22,0.3501,103.802,3937.59,0.454558,1.04231,1.06577,1.02251,103.523,6713.02,0.368729,99.6904,5380.01,0.452887,98.258,4144.5,0.567368
154,d_Unhealthy,15:30,0.174162,0.000159743,639.882,0.125705,9.30877,0.153946,-589.539,0.481617,-4.61588,205.36,221.58,233.88,114.366,6570.05,0.201538,109.543,5257.91,0.281579,106.373,3979.22,0.395021,1.04348,1.07412,1.02936,107.929,6718.09,0.285363,103.187,5376.63,0.375793,100.565,4124.11,0.498348
154,d_Unhealthy,15:30,0.179429,0.000154126,709.446,0.124376,9.36235,0.12789,-657.242,0.455242,-4.38748,197.86,213.4,225.7,119.673,6422.34,0.117141,114.236,5201.72,0.200661,109.603,4039.53,0.320485,1.04705,1.09071,1.04169,113.841,6733.2,0.206949,108.561,5479.15,0.30025,104.362,4321.95,0.419737
154,d_Unhealthy,15:30,0.187243,0.000150135,747.816,0.125233,9.38722,0.134677,-695.636,0.458908,-4.39988,196.08,212.68,225.94,119.391,6307.56,0.13415,113.535,5134.84,0.219386,108.677,4043.22,0.34237,1.05095,1.09734,1.04414,113.466,6632.76,0.224607,107.8,5437.03,0.319926,103.532,4354.16,0.442582
154,d_Unhealthy,15:30,0.026405,9.6328e-05,1209.65,0.131854,9.82129,0.0585576,-1188.62,0.424282,-4.58194,197.46,210.36,226.34,113.576,5770.09,0.170163,109.336,4917.84,0.253607,105,4072.59,0.409158,1.03819,1.08053,1.04078,106.816,6178.01,0.234159,103.269,5317.71,0.319869,99.3961,4435.75,0.478289
154,d_Unhealthy,15:30,0.140027,0.000149861,802.038,0.127369,9.43017,0.12995,-753.904,0.453188,-4.33848,200.58,218.46,231.64,117.385,6300.25,0.186966,111.543,5161.24,0.271038,106.759,4107.25,0.392047,1.0517,1.09821,1.04423,110.971,6643.9,0.261805,105.34,5462.43,0.352573,101.229,4412.15,0.473405
154,d_Unhealthy,15:30,0.0977695,0.000146698,858.594,0.131563,9.50086,0.13587,-822.277,0.472129,-4.63882,203.46,221.16,234.22,116.016,6146.21,0.211586,110.005,5079.57,0.297222,105.663,4087.65,0.420003,1.05404,1.09674,1.04051,109.238,6496.94,0.282042,103.405,5382.08,0.370535,99.8093,4398.31,0.492148
154,d_Unhealthy,15:30,0.0690212,0.000137688,963.364,0.130305,9.59279,0.123936,-939.214,0.47759,-4.85764,190.84,207.3,226.46,115.481,5927.04,0.199228,109.077,4915.12,0.289027,104.785,3999.99,0.413591,1.0579,1.10061,1.04037,109.019,6345.66,0.267288,103.353,5323.53,0.358595,99.736,4386.39,0.481189
154,d_Unhealthy,15:30,0.0157178,0.00012844,1050.36,0.134064,9.65904,0.0866983,-1034.11,0.46939,-4.95697,204.02,219.84,235.06,115.346,5726.36,0.193025,108.765,4772.18,0.288124,104.453,3942.16,0.421454,1.05969,1.10291,1.04078,108.635,6088.77,0.246827,102.447,5099.9,0.343983,98.7404,4245.75,0.478003
