AQI,AQI_Class,hour,fog_impact_index,o_glcm_energy,o_glcm_contrast,o_glcm_homogenity,o_glcm_entropy,glcm_energy_delta,glcm_contrast_delta,glcm_homogenity_delta,glcm_entropy_delta,airligh_r,airlight_g,airlight_b,o_r_mean,o_r_variance,o_r_skewness,o_g_mean,o_g_variance,o_g_skewness,o_b_mean,o_b_variance,o_b_skewness,o_r2g,o_r2b,o_g2b,d_r_mean,d_r_variance,d_r_skewness,d_g_mean,d_g_variance,d_g_skewness,d_b_mean,d_b_variance,d_b_skewness
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.968413,0.00233784,323.586,0.239777,6.70074,8.24864e-05,-189.766,0.0335236,0.123066,234.84,228.84,217.72,172.419,912.381,-2.79458,188.381,955.537,-3.11749,194.953,1014.5,-3.32645,0.915783,0.885177,0.96658,70.2896,1128.25,0.801134,102.29,1256.23,0.701821,110.553,1119.13,0.508966
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.960785,0.00242009,323.025,0.241174,6.67387,0.000637082,-188.572,0.040451,0.0672782,234.3,228.92,215.12,172.783,967.864,-2.84318,188.81,1054.84,-3.10987,195.474,1165.81,-3.30784,0.915739,0.884779,0.966191,76.7224,1420.77,0.768676,101.277,1336,0.671864,113.004,1330.04,0.48005
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.955197,0.00221482,352.595,0.238757,6.75663,0.000702872,-207.643,0.0399908,0.00731113,234.46,227.46,212.46,172.597,998.565,-2.92204,188.92,1125.7,-3.12751,195.991,1270.4,-3.27683,0.914232,0.881545,0.964247,82.0034,1672.49,0.771303,105.133,1561.91,0.677659,113.885,1464.57,0.565984
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.94382,0.00253854,381.473,0.235434,6.7637,0.000785857,-229.124,0.0439698,0.0366816,235,228,213,172.966,1080.21,-2.95676,189.23,1256.75,-3.06703,196.365,1457.51,-3.16182,0.914639,0.881631,0.963911,83.0776,1663.62,0.700065,107.631,1632.93,0.597569,117.757,1526.58,0.473126
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.953652,0.0030751,333.006,0.235333,6.76792,-0.000807725,-140.424,0.0273369,0.584491,233.94,226.94,211.94,176.355,1045.62,-3.04882,193.461,1086.97,-3.1717,201.715,1058.45,-3.29147,0.912247,0.875082,0.95926,88.2266,1384.95,0.801788,114.321,1400.97,0.664679,126.11,1331.53,0.562663
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.936764,0.00290079,418.699,0.229625,6.76809,0.00130484,-259.885,0.0536407,-0.0990968,234.04,227.04,212.04,172.565,1103.68,-2.97617,188.766,1324.51,-3.03743,195.69,1589.86,-3.09659,0.914866,0.882686,0.964825,84.4717,1708.94,0.627266,109.751,1659.46,0.514054,120.046,1551.52,0.351042
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.933547,0.00302365,470.807,0.234665,6.73116,0.000906829,-291.919,0.0518745,-0.209014,232.54,224.54,207.54,171.298,942.289,-3.08187,187.769,1202.64,-3.02175,195.502,1540.9,-3.07755,0.913058,0.877226,0.960756,85.0424,1610.82,0.672665,106.049,1541.52,0.586004,117.679,1333.03,0.319472
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.919722,0.00221616,547.382,0.219504,7.05367,0.00172616,-346.645,0.0590597,-0.197056,234.98,227.78,210.78,173.911,1184.52,-2.95244,189.775,1497.21,-2.8664,197.239,1937.65,-2.869,0.916763,0.882533,0.962662,91.5281,1898.59,0.586273,111.177,1657.17,0.526055,125.838,1530.18,0.177206
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.912486,0.00194595,567.792,0.214754,7.17365,0.00240552,-365.707,0.064194,-0.266597,233.9,226.64,209.64,173.028,1227.66,-2.91125,188.612,1612.96,-2.77446,195.985,2111.16,-2.75363,0.917528,0.883658,0.963086,91.1594,1881.67,0.630732,111.683,1728.68,0.520991,126.526,1574.46,0.0629264
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.912051,0.00201454,610.621,0.211353,7.21149,0.00137583,-393.928,0.060504,-0.208262,233.06,225.06,208.06,172.646,1139.78,-2.93676,188.277,1553.87,-2.78024,196.043,2081.03,-2.75862,0.917345,0.881576,0.961008,91.8798,1772.99,0.587294,113.289,1632.45,0.494146,127.981,1483.77,-0.173895
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.954342,0.00278236,317.431,0.234764,6.82945,-0.000360158,-127.345,0.027354,0.589638,234.88,227.88,212.88,176.908,1086.79,-3.0018,193.756,1114.29,-3.16146,201.85,1091.9,-3.25363,0.913706,0.877282,0.960136,89.2921,1512.1,0.86435,113.449,1390.53,0.687163,124.722,1309.87,0.600761
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.952009,0.00281583,303.94,0.236098,6.82605,-0.00090932,-115.152,0.0209179,0.6659,234.54,228.14,213.14,177.654,1096.29,-3.01441,194.328,1123.84,-3.16429,202.274,1100.28,-3.25792,0.914679,0.879024,0.961018,89.4967,1656.31,0.845857,113.271,1542.05,0.698406,126.175,1489.62,0.595999
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.954964,0.00247124,290.529,0.237464,6.9338,-0.000189979,-111.552,0.0246735,0.541147,236.28,229.54,214.74,178.566,1109.92,-3.02353,195.021,1140.46,-3.18681,202.797,1113.67,-3.26094,0.916281,0.881404,0.961936,88.4125,1655.86,0.891828,111.533,1509.86,0.753737,122.143,1379.81,0.672554
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.955035,0.00255826,278.524,0.242414,6.94039,-6.48804e-05,-104.946,0.0269994,0.488451,233.9,227.32,214.42,176.263,1141.81,-2.9754,192.737,1171.66,-3.13972,200.36,1145.45,-3.21501,0.915152,0.880761,0.96242,84.2226,1511.29,0.882412,114.573,1532.44,0.745984,124.939,1390.96,0.664464
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.952973,0.00232522,265.18,0.245061,7.01441,0.00015321,-95.9817,0.0282004,0.416605,234.12,228.08,213.98,176.997,1167.62,-2.98673,193.278,1197.98,-3.12986,200.697,1169.04,-3.2039,0.916424,0.88285,0.963365,87.4948,1726.6,0.904969,112.619,1578.38,0.779287,124.427,1443.41,0.671414
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.953934,0.00218979,248.898,0.248703,7.02497,0.000462476,-87.6785,0.0304561,0.367479,237.2,230.6,216.76,177.771,1209.43,-2.98126,193.82,1237.9,-3.12197,201.127,1211.85,-3.19097,0.917842,0.884765,0.963962,84.8351,1534.18,0.894265,109.666,1373.62,0.730983,118.487,1179.98,0.620667
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.957236,0.00194343,233.902,0.249536,7.06832,-0.000106598,-77.7406,0.0248167,0.416185,236.16,230.12,219,179.185,1149.39,-3.0369,195.06,1171.66,-3.19614,202.179,1152.37,-3.26399,0.919272,0.887167,0.965076,84.0175,1448.88,0.86205,117.784,1529.83,0.721138,128.035,1388.35,0.643193
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.938696,0.00356876,344.143,0.236569,6.73697,-0.00134531,-130.782,0.0210066,0.66433,232.28,224.22,207.3,173.545,1295.06,-2.81997,190.677,1362.46,-2.88398,199.402,1347.49,-2.99591,0.910692,0.871154,0.956585,97.5971,1406.12,0.479662,116.737,1325.3,0.387571,126.403,1151.18,0.195391
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.968729,0.0022365,218.869,0.254178,6.83597,-0.00112535,-62.4247,0.00319057,0.661965,236.12,230.12,219,179.41,856.53,-3.14928,195.428,868.551,-3.37911,202.575,847.692,-3.51921,0.918647,0.886509,0.965016,79.4623,1232.7,0.868527,113.394,1314.34,0.748004,123.424,1152.25,0.668684
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.975899,0.00272451,207.442,0.252116,6.58941,-0.00151938,-57.3094,0.000265356,0.86971,237.6,230.58,219.42,180.86,806.237,-3.19054,196.876,810.816,-3.45859,204.006,786.35,-3.61308,0.919288,0.887384,0.965295,80.7631,1274.73,0.849489,114.959,1410.63,0.768358,120.562,1139.39,0.647819
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.976643,0.00294772,199.577,0.254289,6.48841,-0.00169323,-56.0134,-0.00192336,0.879247,236.52,230.16,218.56,179.312,735.849,-3.12284,195.411,738.005,-3.42864,202.53,709.975,-3.60897,0.918379,0.88637,0.965147,77.6671,1191.44,0.84091,109.845,1297.72,0.752843,117.819,1083.18,0.62589
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.982971,0.00290155,188.229,0.258222,6.44084,-0.00165601,-47.2464,-0.00570093,0.895199,237.7,231.7,220.66,181.592,636.065,-3.13508,197.517,628.264,-3.50568,204.541,602.517,-3.73288,0.920057,0.88872,0.96594,76.6392,1162.56,1.04549,110.063,1270.16,0.850864,119.155,1092.29,0.772804
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.986283,0.00299791,188.745,0.257625,6.36979,-0.00165487,-53.3928,-0.00326299,0.862378,237.12,231.08,220.16,180.324,576.353,-2.94632,196.318,567.282,-3.34074,203.392,540.12,-3.57698,0.919063,0.887517,0.965676,73.2545,1097.97,1.02262,107.238,1253.97,0.856864,115.948,1052.69,0.704005
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.985527,0.00251967,174.51,0.258115,6.53248,-0.00135586,-44.1583,-0.00344703,0.805136,238.36,232.36,221.04,181.668,620.726,-2.93549,197.259,606.773,-3.35037,204.079,581.687,-3.53655,0.921448,0.890945,0.966896,76.7134,1324.13,1.32929,107.124,1283.84,0.951776,115.461,1121.57,0.978459
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.985224,0.00223085,190.627,0.259999,6.63459,-0.00111577,-51.8215,-0.00341917,0.753701,237.92,231.92,220.92,180.054,665.077,-2.91896,195.321,651.539,-3.31389,201.842,628.55,-3.50583,0.922376,0.892876,0.968017,75.6068,1360.81,1.29998,105.123,1258.24,0.942966,111.979,1109.97,1.02248
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.974554,0.00179537,226.406,0.263,6.86537,-0.00079164,-61.8533,0.00576816,0.634042,238.22,234.04,223.08,181.366,849.335,-2.94559,195.639,828.632,-3.33117,201.585,803.319,-3.51468,0.92768,0.900504,0.970705,80.5593,1816.24,1.13406,104.825,1471.81,0.936283,115.617,1423.54,0.948604
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.971559,0.00179202,262.819,0.274274,6.98659,-0.000671315,-73.4709,0.0110718,0.541764,238.86,234.66,224.06,179.958,973.886,-2.7867,193.645,946.405,-3.13969,199.008,918.538,-3.36177,0.929969,0.905013,0.973165,79.3367,1811.79,1.1052,101.487,1480.64,1.04678,109.474,1274.62,0.987439
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.971148,0.00164658,259.457,0.279275,7.10179,8.68407e-05,-83.1252,0.0204375,0.418068,240.86,236.2,227.02,181.117,1100.46,-2.82734,194.144,1079.89,-3.09429,199.009,1052.94,-3.27492,0.933455,0.910654,0.975573,79.0497,1840.23,1.10824,103.379,1677.92,1.14313,107.948,1361.57,1.03408
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.933494,0.00347097,345.844,0.233928,6.77126,-0.00140998,-136.794,0.0207585,0.68687,232.4,224.86,207.86,173.281,1364.52,-2.76928,190.432,1437.88,-2.83356,199.006,1417.91,-2.94186,0.910634,0.871526,0.957054,97.1921,1400.59,0.400496,115.908,1341.15,0.293216,127.208,1222.12,0.0894229
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.955087,0.00154679,258.56,0.299117,7.19259,0.000506965,-93.2718,0.0246236,0.313749,241.62,241.62,229.62,182.143,1237.39,-2.78586,194.819,1218.23,-3.00833,199.01,1189.44,-3.1746,0.935333,0.915782,0.979098,79.8327,2013.03,1.09649,93.6695,1606.45,1.24501,110.077,1606.75,0.924842
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.476342,0.00161859,281.676,0.316666,7.24245,0.265156,-108.665,0.33889,-3.10049,241.18,241.34,229.34,179.959,1418.67,-2.66526,192.549,1413.94,-2.81594,195.936,1387.83,-2.9983,0.935259,0.919069,0.982689,43.0709,2412.51,1.49017,52.8084,2737.61,0.982669,63.0117,3335.44,0.623727
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.951559,0.00162734,275.507,0.32327,7.28427,0.0015882,-116.264,0.039639,0.245881,243.38,241.84,231.88,180.376,1632.17,-2.60463,192.746,1635.61,-2.71551,195.409,1601.18,-2.87061,0.936355,0.923638,0.986419,77.6938,2252.84,1.15024,97.5092,2152.85,1.08551,101.961,1787.27,0.921024
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.939855,0.00150816,265.384,0.320875,7.34966,0.00199756,-117.125,0.0493178,0.168276,241.16,242.12,231.16,178.218,1796.92,-2.47816,190.255,1813.96,-2.56687,192.358,1778.22,-2.70207,0.937197,0.92697,0.989088,76.98,2427.03,1.21928,92.5123,2210.17,1.10752,102.333,2070.69,0.961982
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.94728,0.00151835,283.581,0.32418,7.35992,0.00257605,-122.911,0.0519496,0.109746,244.02,243,233.04,178.838,1821.14,-2.44294,191.021,1836.46,-2.55689,192.847,1810.28,-2.68362,0.936663,0.928057,0.990812,76.428,2428.43,1.22929,95.267,2251.87,1.06911,97.9633,1940.54,1.04611
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.94467,0.00125353,271.004,0.311788,7.4888,0.00387489,-134.323,0.057739,0.0262639,245.56,244.84,235.24,180.171,1899.67,-2.40351,191.908,1911.76,-2.51563,193.36,1878.28,-2.63476,0.939195,0.932243,0.992598,77.5327,2596.76,1.18088,95.6382,2378.28,1.05902,97.9944,2020.22,0.997334
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.941144,0.00125293,274.554,0.313889,7.49232,0.00508663,-130.973,0.0636526,-0.0218937,243.9,244.88,234.58,178.725,1891.63,-2.35258,190.401,1886.94,-2.47951,191.514,1870.35,-2.57729,0.939281,0.933784,0.994148,76.8104,2584.19,1.23398,92.1427,2222.77,1.15034,98.5986,2117.5,1.03481
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.941742,0.00120278,281.567,0.317963,7.53928,0.00422539,-136.251,0.0629619,-0.0394183,244.72,245.6,237.12,179.6,1964.1,-2.29586,191.298,1946.17,-2.46344,192.163,1946.02,-2.54551,0.939394,0.935084,0.995412,74.8067,2634.54,1.31972,95.0751,2357.56,1.14747,100.65,2310.28,1.02689
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.937596,0.00117799,303.121,0.313003,7.53202,0.00282701,-157.271,0.0563924,0.0448868,243.34,246.04,237.2,178.272,1973.09,-2.20498,189.827,1952.42,-2.38176,190.555,1949.21,-2.4741,0.939507,0.935995,0.996262,73.4233,2665.83,1.33654,91.9755,2342.69,1.18527,101.458,2431.69,0.962761
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.93813,0.00116915,318.136,0.313045,7.51983,0.00235335,-169.532,0.0507608,0.148335,245.46,249.12,238.64,180.526,1960.5,-2.1598,191.987,1937.48,-2.3571,192.557,1926.02,-2.48918,0.940822,0.938002,0.997003,76.7655,2972.27,1.31007,90.3793,2433.04,1.25923,101.83,2469.55,0.970617
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.930811,0.00321682,346.552,0.230686,6.81948,-0.000629388,-136.722,0.0264628,0.602353,231.7,224.7,208.38,173.178,1402.32,-2.74333,190.249,1485.47,-2.8122,198.687,1459.64,-2.91003,0.910985,0.872351,0.957591,96.3898,1383.24,0.448709,117.552,1352.78,0.289269,130.539,1301.15,0.1076
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.9369,0.00113107,329.303,0.312642,7.5296,0.00201115,-169.348,0.0427169,0.234104,244.2,248.82,239.32,180.134,2044.52,-2.0578,191.153,2004.93,-2.26009,191.171,1970.72,-2.42206,0.942816,0.942746,0.999926,77.9823,3163.3,1.28836,92.6995,2637.9,1.21577,103.986,2585.27,0.958383
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.941612,0.00115145,350.505,0.321863,7.50093,0.000456514,-187.777,0.0301941,0.340056,247.16,249.52,243.18,179.364,2193.79,-1.96219,190.071,2145.79,-2.16043,189.089,2089.77,-2.31188,0.944102,0.948963,1.00515,77.167,3144.99,1.21298,98.4017,2831.51,1.02366,99.513,2415.54,0.911249
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.939507,0.00116503,375.334,0.320023,7.52617,4.716e-05,-171.628,0.0246981,0.353373,244.94,248.78,243.02,178.445,2166.87,-1.89624,188.785,2113.79,-2.08574,186.787,2044.97,-2.21612,0.945776,0.955749,1.01054,77.779,3286.93,1.17634,98.7772,2912.66,0.984793,99.9118,2615.59,0.941735
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.949559,0.00122138,179.481,0.320899,7.42058,-0.000435646,-45.8602,0.0143537,0.422902,246.66,250.66,244.66,180.671,1864.69,-1.88819,190.831,1809.59,-2.08908,187.702,1749.2,-2.19868,0.947152,0.962739,1.01646,77.3481,3252.66,1.14569,97.2569,2791.49,1.01274,95.0941,2543.92,1.03678
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.962359,0.00108758,91.4107,0.297248,7.37237,-0.000413105,-2.35393,0.0178568,0.417379,246.36,250.36,244.36,179.67,1524.89,-1.7431,190.043,1478.23,-1.95691,185.87,1440.25,-1.99948,0.945805,0.966883,1.02229,73.5179,2841.48,1.17998,93.6249,2500.3,1.07647,88.3173,2378.3,1.14602
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.949107,0.00114266,318.685,0.301943,7.48538,-0.000260065,-102.578,0.0253083,0.216552,249.56,253.62,247.44,182.089,2080.72,-1.77896,191.545,2008.35,-1.93532,188.098,1965.23,-1.99402,0.950988,0.968343,1.01825,84.7371,3670.94,0.873999,100.459,3211.32,0.845594,97.8843,3024.37,0.885535
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.945271,0.0012624,375.712,0.302559,7.49681,-0.000239778,-142.694,0.0338819,0.144495,250.36,254.34,248.9,181.235,2277.89,-1.66127,190.504,2175.97,-1.83426,186.669,2143.82,-1.84896,0.951661,0.9711,1.02043,85.1283,3873.36,0.852899,101.448,3345.33,0.837849,97.5825,3272.81,0.866234
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.943929,0.00123394,310.34,0.307351,7.53702,0.00099659,-55.7613,0.0497527,0.111181,250.2,254.3,248.28,177.681,2494.29,-1.52243,186.483,2392.94,-1.67368,182.427,2335.77,-1.67863,0.953103,0.974191,1.02213,83.1126,3683.71,0.794254,96.6451,3138.73,0.827172,91.9654,3037.66,0.865913
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.942018,0.00115099,271.446,0.31853,7.53634,0.000468683,-109.287,0.0423675,0.0970804,252.48,254.68,251.76,178.883,2636.11,-1.48511,187.336,2536.57,-1.62489,182.428,2484.8,-1.61794,0.955148,0.980703,1.02675,82.9585,3791.46,0.82071,101.517,3592.08,0.825475,90.6306,3249.27,0.873481
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.940384,0.00121762,226.514,0.331637,7.50525,0.00150871,-85.4273,0.0440676,0.104457,251.98,254.68,253.1,177.765,2724.95,-1.3969,185.859,2622.93,-1.53484,180.319,2559.51,-1.54123,0.956612,0.985988,1.03071,81.293,3619.57,0.840159,101.425,3588.62,0.81891,89.4367,3126.98,0.876306
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.942156,0.00361068,345.058,0.2357,6.68376,-0.00124417,-136.003,0.0211552,0.639479,232.04,225.04,209.36,175.028,1190.72,-2.89423,192.199,1258.31,-2.98244,200.563,1235.46,-3.10179,0.911231,0.873264,0.958334,95.0773,1276.52,0.505212,119.413,1323.63,0.419136,131.996,1257.15,0.238658
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.935574,0.00112386,214.373,0.338267,7.53295,-5.84235e-05,-92.2675,0.0376617,0.177633,251.08,254.62,253.18,176.909,2772.37,-1.32445,184.452,2657.27,-1.45572,178.823,2590.89,-1.46396,0.959212,0.989241,1.03131,81.0045,3782.8,0.917731,99.478,3691.52,0.840241,89.0804,3327.82,0.931274
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.933895,0.00109521,230.176,0.340948,7.54351,-0.000258218,-118.282,0.026614,0.207364,250.1,254.72,254.38,177.824,2777.45,-1.32699,185.05,2674.66,-1.466,178.487,2587.58,-1.43359,0.961033,0.99625,1.03664,81.2186,3956.08,0.897454,100.931,3867.98,0.799564,89.6598,3650.72,0.894263
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.934305,0.00105099,207.155,0.336555,7.55878,-0.000351481,-102.463,0.0227597,0.232387,249.98,254.96,253.2,176.187,2761.68,-1.25826,183.139,2643.79,-1.38965,176.085,2580.11,-1.35705,0.962022,1.00048,1.03998,81.071,4277.29,0.927456,96.6906,4043.67,0.845523,85.3529,3831.04,0.94244
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.923922,0.00127561,249.875,0.318792,7.62895,0.00164674,-79.0673,0.0528472,-0.0661056,249.54,255,254.32,177.79,3198.46,-1.25196,183.99,3036.68,-1.38492,176.43,2971.63,-1.33237,0.966384,1.00775,1.0428,87.5975,4467.95,0.892035,103.232,4116.79,0.844417,91.121,3916.38,0.891269
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.591587,0.00144548,220.23,0.307475,7.60659,0.0970493,-46.4859,0.239415,-1.70589,250.82,255,254.86,177.126,3479.41,-1.24067,182.454,3332.76,-1.32839,174.105,3245.16,-1.26431,0.970991,1.01734,1.04774,51.9326,3857.11,1.78669,65.9042,4454.57,1.33258,49.7856,3284.07,1.69449
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.929333,0.00182762,205.302,0.29383,7.58538,0.0018128,86.511,0.0493415,0.206372,249.66,255,254.2,177.071,3625.84,-1.1907,181.776,3442.08,-1.27441,171.786,3374.74,-1.21201,0.974248,1.03068,1.05792,91.3576,4253.84,0.882269,102.626,3911.74,0.864677,81.7105,3082.28,0.888581
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.925161,0.00256397,175.488,0.296032,7.45356,-0.00188502,73.7431,0.0248566,0.502523,248.64,255,254.04,179.103,3313.86,-1.11145,183.689,3119.97,-1.21117,173.161,3052.36,-1.15667,0.975184,1.03431,1.06063,92.8409,5083.23,0.828312,103.207,4611.66,0.805045,84.2282,3989.64,0.874639
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.935123,0.00199565,170.264,0.29524,7.44226,-0.00147032,-20.619,0.0168855,0.558747,248.78,254.7,255,180.1,3131.65,-1.07625,184.112,2974.76,-1.15004,173.296,2934.43,-1.08739,0.978276,1.03901,1.06209,92.3721,5045.82,0.811549,103.611,4848.05,0.740258,83.6462,4226.43,0.831962
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.931668,0.00214397,188.753,0.294729,7.48803,-0.00159886,-15.2776,0.0156752,0.537269,247.32,255,254.8,179.649,3271.6,-1.07377,183.153,3131.03,-1.119,171.683,3065.4,-1.03483,0.980971,1.04608,1.06637,93.5786,4810.32,0.842292,102.908,4673.07,0.784483,83.7237,4194.38,0.884225
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.924739,0.00276407,221.699,0.289136,7.51108,-0.00222087,-37.5258,0.0115911,0.548667,245.04,255,255,179.179,3468.98,-1.05929,182.238,3333.01,-1.09568,169.562,3231.48,-0.991492,0.983417,1.05648,1.07429,95.3253,5005.32,0.815386,103.653,4880.79,0.762705,85.079,4580.99,0.864255
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.957495,0.00347229,334.023,0.236022,6.66256,-0.00132817,-118.763,0.018007,0.708472,232.86,225.86,209.02,177.402,929.763,-3.16187,194.787,977.964,-3.28946,203.55,949.059,-3.47613,0.911166,0.872257,0.957298,96.3208,1364.25,0.730233,116.833,1268.5,0.659737,130.828,1240.18,0.516123
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.920147,0.00157946,249.807,0.280913,7.5799,-0.00104769,-57.7161,0.0133457,0.555548,242.98,255,255,178.12,3479.26,-1.0206,181.078,3330.81,-1.06001,166.752,3212.92,-0.926165,0.983728,1.0677,1.08536,94.7335,5145.77,0.795869,102.452,4968.59,0.757606,82.9322,4803.18,0.864558
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.915835,0.00177924,292.208,0.282715,7.49476,-0.00116091,-75.3262,0.0145184,0.541993,241.38,254.9,254.22,179.771,3728.68,-1.04107,182.45,3562.72,-1.08428,167.233,3451.04,-0.969927,0.98527,1.07448,1.09054,100.645,5703.69,0.727814,106.247,5360.94,0.711907,87.3451,5233.7,0.786609
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.915914,0.000969763,249.022,0.276629,7.65183,-0.000329265,-54.6227,0.0138748,0.371159,236.56,252.56,251.46,177.462,3731.65,-0.979841,179.773,3593.58,-1.01062,164.251,3439.31,-0.900657,0.98712,1.07979,1.09388,99.5206,5787.93,0.742126,103.629,5442.19,0.725728,88.2743,5514.41,0.765294
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.923217,0.000978945,193.922,0.284226,7.64165,-0.000319384,-48.7658,0.0131607,0.37167,239.08,253.92,253,180.461,3613.99,-1.02127,182.345,3495.5,-1.04119,166.553,3348.91,-0.930651,0.98958,1.08272,1.09412,102.081,5668.66,0.689463,105.636,5394.74,0.650878,87.303,5205.22,0.709933
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.940608,0.000750029,178.133,0.284159,7.76429,-0.000191884,-58.6022,0.0163586,0.296816,237.34,251.76,250.72,181.511,3283.34,-0.973341,183.061,3194.93,-0.981368,167.017,3090.98,-0.870911,0.991661,1.08612,1.09525,103.603,5349.08,0.68736,106.319,5142.46,0.665335,86.7278,5017.96,0.714475
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.952786,0.000723057,176.45,0.278136,7.7579,-0.000150515,-54.8621,0.0250713,0.241984,235.9,249.9,248.24,180.963,2998.61,-0.903177,182.652,2926.35,-0.905965,166.507,2882.1,-0.789763,0.990873,1.0862,1.09621,103.314,5036.01,0.661597,105.229,4849.08,0.651136,84.9484,4824.7,0.714947
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.96571,0.000876768,141.727,0.284196,7.6199,-0.000160439,-64.1899,0.029819,0.142363,235.22,249.22,247.22,183.045,2663.86,-0.831107,184.72,2630.29,-0.829589,168.451,2636.33,-0.723813,0.991095,1.0859,1.09566,104.695,4921.25,0.665942,106.032,4786.54,0.663974,85.6985,4864.99,0.706163
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.973167,0.000816725,135.36,0.284839,7.57827,-0.000121345,-72.6143,0.0320627,0.119907,232.8,248.02,245.68,182.559,2373.74,-0.753449,184.061,2369.41,-0.733994,167.011,2385,-0.635074,0.991891,1.09223,1.10116,102.191,4283.45,0.727711,102.596,4206.38,0.707287,82.589,4340.86,0.738128
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.986162,0.000797421,133.092,0.28394,7.51663,-9.66415e-05,-75.2914,0.0351853,0.170445,232.92,249.48,249.12,182.387,1952.96,-0.482867,184.201,1977.07,-0.471622,166.805,2056.12,-0.394913,0.990378,1.0926,1.10321,84.266,2783.49,1.17289,91.0075,3032.1,0.942672,73.9613,3517.33,0.91932
133,c_Unhealthy_for_Sensitive_Groups,8:30,0.983106,0.000773226,124.277,0.279885,7.57731,-9.63322e-05,-67.9726,0.0342939,0.106485,230.1,246.86,244.06,183.448,2134.6,-0.561128,185.417,2145.04,-0.560289,168.695,2170.06,-0.506718,0.989639,1.08695,1.09833,99.1154,4322.04,0.819508,99.9094,4244.31,0.791555,84.2318,4577.09,0.79493
